,price,listing_title,listing_subtitle,name,sqft,bedrooms,bathrooms,address,price_per_sqft,listing_tags,listings_desc,developer,property_title_type,furnishing,built_year,listed_on,tenure,property_type,floor_lv,psf_det,floor_size_det,num_units,facilities,url
1076,"570,000",Bandar Sunway Semenyih / Sunway Semenyih / Kajang / Cheras / Semenyih,,Bandar Sunway Semenyih / Sunway Semenyih / Kajang / Cheras / Semenyih,1500,4,3,"Sunway Semenyih, Bandar Sunway Semenyih, Semenyih, Selangor",380.00,2-storey Terraced House,"
Description
Sunway semenyih nice double storey for sell
                                    Bandar sunway semenyih 

- Double storey
- Renovated house
- 20x75
- 4 rooms 3 bathrooms
- Kitchen fully extended 
- Kitchen cabinet, TV cabinet
- 3 airconds, water heaters
- Facing no house
- Carporch with tiles can park 2 cars
- gated n guarded
- patially furnished
- move in condition
- facing south

Asking rm588k nego

call khor @ 0177056733 
 for the viewing arrangement
                                    Read More
",,,Partially Furnished,N/A,23 hours ago,Freehold,2-storey Terraced House For Sale,,RM 380.00 psf,1500 sqft,,"Renovated, Perimeter Fencing, 24 hours security",https://www.propertyguru.com.my/property-listing/bandar-sunway-semenyih-sunway-semenyih-kajang-cheras-semenyih-for-sale-by-mr-khor-30670187#contact-agent
1077,"949,000",Laman Baiduri,,Laman Baiduri,1744,4,4,"- Persiaran Wangsa Baiduri 12/1, Subang Jaya, Selangor",544.15,Condominium,"
Description
Laman Baiduri villas 4 carpark Corner Sunway Subang Jaya
                                    Laman Baiduri Villas condo

== CORNER UNIT==
== 4 car parking ==
== Greenery view ==

~ 1744 sqft idea size for medium family
~ 3 carpark just next to house entrance
~ +1 carpark on the same floor
~ flat walking distance from home to carpark
~ facing Greenery and Lake view
~ 2 x balcony facing Lake view
~ 2 x extra store room
~ IJM product
~ well maintain
~ medium low density
~ Great jogging area over the lake and park

Welcome viewing

Mathis Hue  016-3900178 


===============================
owner welcome call for FREE advisory
===============================
Banker and Lawyer ONE STOP solution
===============================
                                    Read More
",IJM LAND BERHAD,,Partially Furnished,"May, 2011",3 days ago,Leasehold,Condominium For Sale,Middle Floor,RM 544.15 psf,1744 sqft,228,"Air-Conditioning, Balcony, Corner Unit, Park / Greenery View, Barbeque Area, Covered car park, Perimeter Fencing, Gymnasium room, Jogging track, Sauna, 24 hours security, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/laman-baiduri-for-sale-by-mathis-hue-35880305#contact-agent
1078,"390,000",Mahkota Garden Residence Condominium,,Mahkota Garden Residence Condominium,1400,4,2,"Jalan Mutiara Garden Persiaran Mahkota Cheras 1, Bandar Mahkota Cheras, Cheras, Selangor",278.57,Condominium,"
Description
Good condo
                                    This unit is basic unit ,so buyer dont be hesitate to contact me for viewing --ben -012-3893193

Mahkota Garden Residence is located along Persiaran Mahkota Cheras 1 in Bandar Mahkota Cheras, Cheras, Selangor. This residential property is a freehold 8-storey condominium development. 

Each condo unit has 2 covered parking spaces. Residents also have access to facilities including swimming pools, clubhouse, children's playground, jogging track, sauna and surau. This property is safeguarded by 24-hour security services. 

Many amenities are within easy reach of this condominium such as restaurants, eateries, shop lots, offices, banks and clinics. Kindergartens, Bandar Baru Sungai Long Secondary School, Batu 11 Cheras Chinese Primary School and Cheras Perdana Secondary School are nearby. It is also just a short drive to AEON Mahkota Cheras, Carrefour Bandar Tun Hussein Onn, Sungai Long Golf & Country Club and Hospital Sungai Long. 

Persiaran Mahkota Cheras 1 is connected to Cheras-Kajang Highway with easy access to Jalan Sungai Long and Silk Highway. There are buses and taxis which service this area.
                                    Read More
",Cheras Hong Soon Development Sdn Bhd,,,"December, 2022",12 hours ago,Freehold,Condominium For Sale,,RM 278.57 psf,1400 sqft,414,"Basement car park, Covered car park, Children's Playground, Clubhouse, Community Garden, Function room, Gymnasium room, Jogging track, Playground, Sauna, 24 hours security, Swimming pool, Wading pool",https://www.propertyguru.com.my/property-listing/mahkota-garden-residence-condominium-for-sale-by-ben-lee-32931402#contact-agent
1079,"430,000",One Damansara,,One Damansara,1386,4,3,"- Jalan PJU 10/1, Damansara Damai, Petaling Jaya, Damansara Damai, Damansara, Selangor",310.25,Condominium,"
Description
Full renovate cheapest corner rare
                                    Raymond @ 017 - 777 3375 (Watsapp 24hrs on)
Raymond @ 017 - 777 3375 (Watsapp 24hrs on)

One Damansara Condo @ Damansara Damai FOR SALE
HURRY UP BOOK NOW!

Address : Jalan PJU 10/1, Damansara Damai

Property Details Partly Furnish :-

- 4 bedroom 3 bathroom
- CORNER 
- 1386 SQUARE FEEET
- 2 CAR PARK
- Fully Renovated Furnished

Facilities

- 24-hour security
- Swimming Pool
- Gymnasium and so on
- 2 acre tropical garden with gazebo
- GOOD NEWS: PROPOSED MRT LINE 2 - DAMANSARA DAMAI STATION

** Only at RM 430,000 ( FIRST COME FIRST SERVE)

STANDARD requirement
need 10% downpayment
1st - 3% booking
2nd - 7% when SPA
bank loan 90% and lawyer can be arrange


Owner List for sale/rent welcome ------ SiewKamMun@hotmail.com

Raymond @ 017 - 777 3375 (Watsapp 24hrs on)
Raymond @ 017 - 777 3375 (Watsapp 24hrs on)

Please drop me a text if i'm not answering the call

Real Estate Finders (E(3)1369)
                                    Read More
",MK Land Holdings,Strata,Fully Furnished,"January, 2013",3 days ago,Leasehold,Condominium For Sale,High Floor,RM 310.25 psf,1386 sqft,899,"Barbeque Area, Game room, Gymnasium room, Multi-purpose hall, Playground, Reading Room, 24 hours security, Swimming pool, Tennis courts, Wading pool",https://www.propertyguru.com.my/property-listing/one-damansara-for-sale-by-raymond-siew-35758407
1080,"308,000",Pulau Indah• FREEHOLD Single Storey Teres• 4 Bilik• Affordable• 20 x 65 •,,Pulau Indah• FREEHOLD Single Storey Teres• 4 Bilik• Affordable• 20 x 65 •,1300,4,2,"Pulau Ketam, Klang, Selangor",236.92,1-storey Terraced House,"
Description
Full Loan, Tanpa Down Payment, Gaji 3k Gabung bole Bulan Anggaran 1.2k
                                    Freehold Malay Reserved
 Teres 1 Tingkat
 Tanah : 20 x 60 / 20 x 65
 Rumah : 20 x 41
 4Bilik + 2 Bilik Air

Harga dari RM308k sahaja ‼️
 Dijangka Siap 2Q 2024

Full Loan boleh buat ‼️

Call or whatsapp 013-4967931 

https://wa.link/vsye3x

NEARBY :
* Sek. Men. Keb. Pulau Indah
* Masjid Pulau Indah
* Shop Lot & Restaurants
* Petrol Station
* RNR Pulau Indah

ACCESSIBILITY :
* SKVE Highway
* Pulau Indah - Port Klang Highway

Call or whatsapp 013-4967931 

                                    Read More
",,,Unfurnished,2023,4 hours ago,Malay Reserved Land,1-storey Terraced House For Sale,,RM 236.92 psf,1300 sqft,,,https://www.propertyguru.com.my/property-listing/pulau-indah-freehold-single-storey-teres-4-bilik-affordable-20-x-65-for-sale-by-chin-ng-35503359
1081,"1,500,000",Terrace House @ Subang Jaya SS14,,Terrace House @ Subang Jaya SS14,1175,4,3,"Jalan SS14, USJ, Subang Jaya, Selangor","1,276.60",2-storey Terraced House,"
Description
Terrace House @ Subang Jaya Ss14
                                    Terrace house Corner unit for Sale @ Subang Jaya
- Strategic Location
- Near LRT and Commercial Area
- Land Size: 3,250 sqft
- Build Up: 1,175 sqft
- 4 Bedroom
- 3 Bathroom
- Fully Furnished

Asking Price: RM 1,500,000 (Negotiable)
                                    Read More
",,,Fully Furnished,N/A,6 days ago,Freehold,2-storey Terraced House For Sale,,"RM 1,276.60 psf",1175 sqft,,,https://www.propertyguru.com.my/property-listing/terrace-house-subang-jaya-ss14-for-sale-by-hugo-siow-34985766
1082,"2,280,000",New Launch Hilltop Shah Alam Bukit Jelutong,,New Launch Hilltop Shah Alam Bukit Jelutong,4500,6,7,"Bukit Jelutong, Shah Alam, Selangor",506.67,Bungalow House,"
Description
Hilltop And Jungle Forest View,2 min to Bukt Jelutong
                                    3 storey Bungalow Hilltop Shah Alam near Bukit Jelutong
3 min to Bukit Jelutong

3 storey come with attic 
build up 5200-6000sf
Land size 4500-6000sf
6 rooms 7baths
limited units
gated and guarded
surrounded forest and jungle view
2024 completed

Promotion
Full loan
Free SPA legal/ Free loan agreement
Bumi Extra Discount
Starting RM2.28mil

location strategic
5 min reach GCE, NKVE, DASH
10- 15 min reach one utama, Subang Jaya
20 min to Petaling Jaya
25-35 min to KLCC KL


interested buyer contact Kent 0104384128 

                                    Read More
",,Individual,Partially Furnished,2024,5 days ago,Leasehold,Bungalow House For Sale,,RM 506.67 psf,5400 sqft,,"Balcony, Bathtub, Corner Unit, Private Garden, Park / Greenery View, Maidsroom, Original Condition, Adventure park, Badminton hall, Barbeque Area, Car Park, Covered car park, Children's Playground, Community Garden, Jogging track, Open car park, Playground, 24 hours security, Swimming pool, Tennis courts",https://www.propertyguru.com.my/property-listing/new-launch-hilltop-shah-alam-bukit-jelutong-for-sale-by-kent-lee-jing-guang-36007184#contact-agent
1083,"397,000",Cyberjaya,,Cyberjaya,2300,4,4,"Cyberjaya, Selangor",172.61,2-storey Terraced House,"
Description
Great Community. Near Parks, Schools, Libraries, and Shops.
                                    Amy 011-58930443 

(90% SOLD OUT) Most value-worth SUPERLINK in town

Premium Designs for Luxurious Living

Details
# Freehold
# Gated Guarded
# Fully extension behind (top and btm)
# 4bedrooms 4 bathrooms
# Swimming pool, Badminton
# Gym, Basketball, futsal

ACCESS
-major highway access : PLUS, ELITE, MEX, LEKAS, KESAS and SKLIA (toll free highway)

Special sales package:
Booking Only RM1,000 !!!
Rebate up to 15% (LAST PHASE DISCOUNT)
Cash Back RM30k++ (LIMITED UNITS ONLY)
FREE - SPA Legal Fees
FREE - SPA Stamp Duty Fees
FREE - Loan Legal Fees
FREE - Loan Stamp Duty Fees
FREE - MOT & MOF
FREE - Clubhouse Membership
FREE - 24 Hours Gated Guarded

No hidden charges
Refundable booking fee
No Down payment
Loan installment starts in 2020

-Provide all-inclusive service in settling bank, tax and law loan.
-Provide the best financial consultation.

Please contact
Amy 011-58930443 

Amy 011-58930443 

Amy 011-58930443 


Sungai Besi, Sri Petaling, Puchong, OUG, Bukit Jalil, Puchong, Kinrara, Sunway, Seri Kembangan, Ampang, Cheras, Melawati, Taman Connaught, Bukit Bintang, Sentul, Segambut, Semenyih, Kajang, Kuala Lumpur, Damansara, Petaling Jaya, USJ, Subang Jaya, Shah Alam, Kota Kemuning, Rimbayu, Seremban, Nilai, Labu, Bangi, Senawang, Melaka
                                    Read More
",,,Partially Furnished,N/A,2 hours ago,Freehold,2-storey Terraced House For Sale,,RM 172.61 psf,2300 sqft,,,https://www.propertyguru.com.my/property-listing/cyberjaya-for-sale-by-amy-lim-34424630
1084,"460,000","Bangi [Special Loan Approved for Monthly RM1. 8k] 2Storey FREEHOLD 4+3rooms, Near Shoplots",,"Bangi [Special Loan Approved for Monthly RM1. 8k] 2Storey FREEHOLD 4+3rooms, Near Shoplots",2300,4,4,"Bandar Baru Bangi, Bangi, Selangor",200.00,2-storey Terraced House,"
Description
Lower Monthly Installment, Join Name ok, 0 Deposit, New Township
                                    For more info or viewing session, please contact me thru Whatsapp
.
[Photos for illustration purposed]

Melanie Tan  011-56829575 


-Double Storey
-4Bedroom 4Bathroom
-Fully Extend
-Fully Car Porch

Cash Back 10k~80k
Free Up to 10 Years Clubhouse Membership
FREE All Legal Fee & Stamping Fee
FREE MOT

Also Handling Projects over these places: 
Kuala Lumpur, Kepong, Petaling Jaya, Subang Jaya, Bangsar, Shah Alam, Klang, Puchong, Cyberjaya, 
Putrajaya, Seri Kembangan, Ampang, Cheras, Sungai Besi,Bangi, Kajang, Semenyih, Sepang, Nilai
                                    Read More
",,Individual,Unfurnished,N/A,3 days ago,Freehold,2-storey Terraced House For Sale,,RM 200.00 psf,2300 sqft,,,https://www.propertyguru.com.my/property-listing/bangi-special-loan-approved-for-monthly-rm1-8k-2storey-freehold-4-3rooms-near-shoplots-for-sale-by-melanie-tan-36179538
1085,"233,600",GrenePark Village,,GrenePark Village,700,2,2,"Jalan Sunway Semenyih, Bandar Sunway Semenyih, Semenyih, Selangor",333.71,Service Residence,"
Description
Kajang Kajang Kajang Kajang Kajang Kajang Kajang Kajang Kajang Kajang
                                    High End Residence Along Jalan Sunway Semenyih, Near to Bandar Teknologi Kajang, Before Kajang East

Desapark city/ publika concept design
suitable for own stay and Rental use

https://wa.link/ffsu77

Only from RM236K !!!!
Free Partial Furnished
Free All Legals Fees

Shuttle Service, Retail Mall, Recreational Garden, Zen Garden, Premium Facilities, Mega Development, Moblie apps system, Full free wifi coverage,

Design & Build by Malaysia Top Builders
Collaborate with i Bilik platform

Wait no more, Limited Units, Come And Visit Us Now.

Gilbert 016-318 2437 


https://wa.link/ffsu77
                                    Read More
",PARAGRENE LAND BERHAD,Strata,Partially Furnished,N/A,5 hours ago,Freehold,Service Residence For Sale,,RM 333.71 psf,700 sqft,-,"Air-Conditioning, Balcony, Cooker Hob/Hood, Park / Greenery View, Water Heater, Car Park, Children's Playground",https://www.propertyguru.com.my/property-listing/grenepark-village-for-sale-by-kh-tan-36321686
1086,"410,000",kajang,,kajang,2770,4,4,"Bandar Sungai Long, Kajang, Selangor",148.01,2-storey Terraced House,"
Description
24h gated & guarded new 2 sty super big terrace house 22x85 freehold
                                    ` """"""CONTACT :Grace Tan 011-58931447 
 011-58931447 
 https://GraceTanProperty.wasap.my 011-58931447 
 https://GraceTanProperty.wasap.my

(98% SOLD OUT) Most value-worth SUPERLINK in town

Premium Designs for Luxurious Living

Details ：
# Freehold
# Gated Guarded 24 Hrs
# Fully extension behind...
# 4 bedrooms 4 bathrooms

Special sales package:
∆ Booking Only RM1,000 !!!
∆ Rebate up to 13% (LAST PHASE DISCOUNT)
∆ Cash Back RM20k++ (LIMITED UNITS ONLY)
∆ FREE - SPA Legal Fees
∆ FREE - SPA Stamp Duty Fees
∆ FREE - Loan Legal Fees
∆ FREE - Loan Stamp Duty Fees
∆ FREE - MOT & MOF
∆ FREE - 24 Hours Gated Guarded

⇒ No hidden charges
⇒ Refundable booking fee
⇒ No Down payment

-Provide all-inclusive service in settling bank, tax and law loan.
-Provide the best financial consultation.

CONTACT LOUIS: 011-58931447 
 https://GraceTanProperty.wasap.my
for show house viewing.

(Very busy especially during the weekends, please book early to avoid disappointments.)

""""BANGI, SEPANG, NILAI, SEREMBAN , SENAWANG, SHAH ALAM , SEMENYIH ,PUTRAJAYA ,SENDAYAN ,BANTIN ,CYBERJAYA ,SETIA ALAM DENGKIL ,KLIA , CHERAS, SALAK TINGGI ,SEDANG , PUCHONG , SENAWANG ""
                                    Read More
",,,Unfurnished,N/A,4 days ago,,2-storey Terraced House For Sale,,RM 148.01 psf,2770 sqft,,,https://www.propertyguru.com.my/property-listing/kajang-for-sale-by-grace-tan-32931029#contact-agent
1087,"538,000",Teluk Pulai Klang,,Teluk Pulai Klang,2000,4,3,"Klang, Selangor",269.00,1-storey Terraced House,"
Description
Full reno extend! 20x100 tepi sungai teluk pulai 1 storey klang!
                                    WTS! *Hot Cake!*
*Teluk Pulai, Tepi Sungai Klang* 
Super Long Size 20x100!!!
*Selling Price RM538k *
20x100
Single Storey
4 Rooms + 3 Bathrooms
Kitchen Table Top
FreeHold
New Table Tops
New Tiles for Kitchen ( 2x2 )
New Tiles upstair floor ( 2x2 ) 
New Paint hse internal & external 
New Plaster celling ( living hall )
*BOOKING FEE RM1000 Only* 
For more information & viewing:
Alex 010-2966 788 

wasap.my/60102966788 (Alex Lee REN33753)
https://www.facebook.com/alexlee.ppt.7/
https://www.facebook.com/klangpropertys
-AGENT WANTED 
-Klang Shah Alam Specialist One Stop Solutions To Assist Purchaser & Vendor [ Banker & Lawyer ]

THE ROOF REALTY (E(3)1462)
                                    Read More
",,,,N/A,6 days ago,Freehold,1-storey Terraced House For Sale,,RM 269.00 psf,2000 sqft,,,https://www.propertyguru.com.my/property-listing/teluk-pulai-klang-for-sale-by-alex-lee-36013108#contact-agent
1088,"1,050,000","D'Premier 1, Bandar Damai Perdana",,"D'Premier 1, Bandar Damai Perdana",2600,5,5,"Jalan Damai Perdana 13/1H, Bandar Damai Perdana, Kajang, Selangor",403.85,2-storey Terraced House,"
Description
Superlink big 24x75 alam damai perdana cheras two storey
                                    WTS
2 storey Superlink @ Bandar Damai Perdana, Cheras. I only advertise actual unit to avoid any disappointment! Kar Jun 010-3413414 
 good fengshui house!!

- FREEHOLD
- land size: 24x75ft
- build up 2600sqft
- 5 rooms 5 bathrooms
- totally unfurnished

Asking RM1.05mil

Kar Jun REN16999  010-3413414 

https://wa.me/60103413414

Many more corner, terrace house, Semi-D and bungalow area specialist cheras.
Please check out my profile portfolio. 

Thank you.

Whatsapp 010-3413414 
 Kar Jun
Whatsapp link: https://wa.me/60103413414

Team Leader |Senior Negotiator 
Propnex Realty Sdn Bhd

AREA FOCUS
#CHERASSOUTH.
#MAHKOTACHERAS subsales like -
#Sunstonevilla, #Cherasvista, #cherasidaman, #pearlresidences, #eastpark72, seksyen123567, #thevantage,
#sunstonevilla, #casaresidence, #tropicacheras, #quartzvilla.. Near #bmc etc.. #SUNGAILONG, #twinpalm, #kajang 

#PropNexRealty  #PropnexCheras #lenseng #cheras #alamdamai #bandardamaiperdana #cherashartamas #lagendamas #LeisureMall #cherassentral #tamanconnaught #cherasperdana #sungailong #tamancherasawana #batu9  #bandarmahkotacheras #bandartunhusseinonn #propertyagent #propertynegotiator #cherasagent  #cherasselatan #agentcheras  #tamanbukitangsana
                                    Read More
",Medan Damai Sdn Bhd,,Unfurnished,2014,2 hours ago,Freehold,2-storey Terraced House For Sale,,RM 403.85 psf,2600 sqft,122,"Car Park, Children's Playground, Perimeter Fencing, 24 hours security",https://www.propertyguru.com.my/property-listing/d-premier-1-bandar-damai-perdana-for-sale-by-hei-kar-jun-35249414#contact-agent
1089,"1,260,000","[ Easy Own ] Puchong South 3 Story Superlink terrace House near Cyberjaya Putrajaya, 3790sq feet",,"[ Easy Own ] Puchong South 3 Story Superlink terrace House near Cyberjaya Putrajaya, 3790sq feet",3790,5,6,"Puchong Terrace House, Cyberjaya Superlink House, Puchong South, Puchong, Selangor",332.45,3-storey Terraced House,"
Description
Easy own campaign. hoc campaign, 1-2 min drive to cyberjaya
                                    3 Storey Superlink @ Cyberjaya
- Completion soon
- Located at Puchong South, Only 1-2 min drive to Cyberjaya and close to Putrajaya as well 
- Built up: 3,400 sqft to 3,990 sqft 
- 5+1 Rooms 6 Bathroom 
- Space Maximize Layout 
- Gated & Guarded 
- Green Living & Quiet Environment 
- High Ceiling 
- Build in Alarm System with Wireless intercom 

HOC Zero Cost Campaign 2020 promotion, Attractive offer Sale Package.
Other Freebies
Free Full Home Solar Water Heater System 
Free Full Home Alarm System 

========== 
FACILITIES : 
========== 
- 24-hour security(Gated & Guarded) 
- Barbecue area 
- Playground 
- Covering parking 
- Jogging track 
- Basketball Court 
- Lush Greenery & Linear Park 
====================== 
Easy Access to Highway: 
====================== 
Putrajaya Link 
LDP Highway 
MEX Highway 
ELITE Highway 
SKVE Highway 

=============== 
Nearby Amenities: 
=============== 
Grocery Market - Tesco Bukit Puchong & Giant & Aeon Big Puchong Utama 
SJK (C) Han Ming Puchong 
SJK (C) Sin Min Puchong 
Taylor International School Puchong 
Binary University College Puchong 
Lim Kok Wing University College Cyberjaya Multimedia University (MMU) Cyberjaya 
IOI Mall Putrajaya 
IOI Mall Puchong 
IOI Boulevard Puchong Jaya 

Kindly Contact Chris 0132331288 
 for More Info & Viewing arrangement 013-2331288 
 0132331288 

(Call / SMS/ Whatsapp) 
Direct Whatapps: http://3StoreyGardenVillaPuchong.wasap.my
Website: www.chrisyamproperty.com
[ 24 Hour SERVICE ]
All Fee like Stamp Duty, Legal Fee, Valuation Fee are waived
We provide one-stop solution
Assist customer on bank loan pre-approval / Checking Eligibility / Whole Loan Application process
                                    Read More
",,Individual,,N/A,23 hours ago,Leasehold,3-storey Terraced House For Sale,,RM 332.45 psf,3790 sqft,,"Basketball court, Barbeque Area, Community Garden, Fitness corner, Jogging track, Mini-Mart, Playground, Reflexology Path, 24 hours security",https://www.propertyguru.com.my/property-listing/easy-own-puchong-south-3-story-superlink-terrace-house-near-cyberjaya-putrajaya-3790sq-feet-for-sale-by-christopher-yam-35860087
1090,"400,000",Cheras Freehold Furnished Condo [Monthly 1600],,Cheras Freehold Furnished Condo [Monthly 1600],1100,3,2,"Batu 9th Cheras, Cheras, Selangor",363.64,Condominium,"
Description
Direct link to mrt, shopping mall, and commercial centre
                                    Large Size Luxury Condominium
Best for Ownstay and Investment
Mixed Development
Freehold
Next to Grade A Office Tower, shopping mall and MRT

2 Room to 4 Room available
Up to 1300 Sqft
2022 Best Own Stay Project !
Monthly from RM1600. 

- Zero Downpayment !
- Up to100k cashback for bumi !
- Loan Subsidy Provided !
- Quality Developer !
- FREE Electrical Appliances !

Amenities + Accessibility:
- 400m to MRT Taman Suntex with link bridge
- Near to NSK, Econsave, collage, secondary school and primary school
- 15 min to KLCC
- 7 station to TRX
- 8 station to Pavilion Bukit Bintang
- Next to Cheras Batu 9 Toll
- Linked with Cheras-Kajang Expressway, East-West Link, MRR2 & SUKE Highway

Facilities:
- Swimming Pool (Olympic Size)
- Basketball Court
- Full Set Gym Room
- Jacuzzi
- Wading Pool
- Game Room
- & 50++ Facilities !

Show House Ready
Open for Unit Booking Now !
Pick Ur Lucky Number Unit !

Pls Call or Whatsapp
Charles 010-5596147 

https://charlesproperty.wasap.my
https://charlesproperty.wasap.my
https://charlesproperty.wasap.my

Showroom available, Book Yours Now !

If this project not suitable for u , we have other location of KLIA , Sepang , Nilai , Labu , Mamba , Salak Tinggi , Senawang , Beranang , Bangi , Dengkil , Kota Warisan , Cyberjaya , Putrajaya , Kajang , Semenyih , Taman Equine , Saujana Impian , Belakong , Bandar Sauajna Putra , Selangor , Sg Besi ( Sungai Besi ) , Sri Petaling , Bukit Jalil , Seri Kembangan , Mid Valley , KL Sentral , Brickfield , Taman Desa , Desa Petaling , Puchong , Old Klang Road , Cheras , KLCC , Bukit Bintang , Bangsar , Bandar Sunway , Kota Kemuning , Shah Alam , Klang , Subang , Petaling Jaya , Kota Damansara , Mont Kiara , Sri Hartamas , Kepong , Bandar Sri Damansara , Meru , Selayang , Setapak , USJ , Ara Damansara , Setia Alam , TRX , Sunway Velocity
                                    Read More
",,,Fully Furnished,N/A,5 days ago,Freehold,Condominium For Sale,,RM 363.64 psf,1100 sqft,,"Air-Conditioning, Audio System, Balcony, Bathtub, Bed, Bombshelter, Cable TV, City View, Colonial Building, Cooker Hob/Hood, Corner Unit, Dining Room Furniture, Dishwasher, Dryer, DVD Player, Fridge, Garage, Private Garden, Ground Floor, Park / Greenery View, Hairdryer, High Floor, Internet Connection, Intercom, Iron / Ironing Board, Jacuzzi, Kitchen Utensils, Lake View, Low Floor, Living Room Furniture, Maidsroom, Original Condition, Oven / Microwave, Outdoor Patio, Penthouse, Swimming Pool View, Private Pool, Renovated, Roof Terrace, Sea View, Terrace, Television, Vacuum Cleaner, Walk-in-wardrobe, Washing Machine, Water Heater, Adventure park, Aerobic pool, Adult Fitness Stations, Aircon Facilities, Amphitheatre, Badminton hall, Basketball court, Barbeque Area, Basement car park, Billiards room, Business Centre, Bowling alley, Cafes, Car Park, Covered car park, Children's Playground, Clubhouse, Covered Linkways, Community Garden, Community Plaza, Drop Off Point, Driving range, Eateries, Existing Bus Stop, Electrical Sub-Station, Elderly Wellness Stations, Perimeter Fencing, Fitness corner, Fun pool, Function room, Game room, Gymnasium room, Jacuzzi, Jogging track, Karaoke, Lap pool, Launderette, Landscaped Garden, Library, Lift lobby, Lounge, Main entrance, Meeting room, Mini golf range, Mini-Mart, Multi-Storey Car Park, Multi-purpose hall, Nursery, Open car park, Pavillion, Pool Deck, Playground, Pantry, Precinct Pavilion, Putting Green, Reading Room, Reflexology Path, Roof Terrace, Salon, Sauna, 24 hours security, Shelters, Sky Lounge, Spa pool, Squash court, Steam bath, Swimming pool, Tennis courts, Utilities Center, Wading pool, Aeroyoga Room",https://www.propertyguru.com.my/property-listing/cheras-freehold-furnished-condo-monthly-1600-for-sale-by-charles-wong-35771021#contact-agent
1091,"653,200",[ 24'X65' NEW FREEHOLD Terrace House] Gated Guarded Community,,[ 24'X65' NEW FREEHOLD Terrace House] Gated Guarded Community,1770,4,3,"Kota Emerald, Rawang, Selangor",369.04,2-storey Terraced House,"
Description
Specialist in landed house at area rawang, puncak alam, sungai buloh
                                    Own a FREEHOLD SuperLink 24'x65' Double Storey House with Gated Guarded at RM653, 500 onward only! 

#Exclusive Living -
 A well planned 396 house on 45acres boutique development with more relax ambient & unique landscape on green and open space for multi-generation living environment.

#Gated Guarded Community
A grand entrance statement welcomed by lush green driveway. 
Top securities as : touchless-entry RFID, perimeter fencing, CCTV, Securities patrolling. 
Front& Backyard with Gate door to let your feel more secure while things park at your house area. 

#15 Acres Themed Garden & Landscape
Greenery environment consist of several facilities as :
Zen garden, chi walk, parcourse, jogging track, swing pavilion, amphitheatres, adventure playground and more – a prefect place to leisure & chill with family.

#Practical Layout
4 Room 3 Bath Design, each room easily fit queen bed with extra space. 1st flr Family area ideally to set up workstation/study corner/extra storage space.

#Fully Extended** & Double-Ceiling
Fully utilised on all space, save on renovation. 
 High Ceiling provide Grand living experience & still functional as optimised for natural lighting, ventilation. 

#Strata Title :
Always tidy Facade & take care by professional management team for whole community. 
#Variety Choice & Ideal Size :
Widen Built- up size from 1770sf ~ 2026sf.  Land Size from 24’ x 65’ & Variety endlot & corner for your! 

#Mature Area – you can get everything within 2~10km:
Education - SK, SMK & SJK (C) 

Shopping & Grocery – Aeon Mall, NSK, Giant, Star Grocery & Business Retail Shop 

Medical & Health Care – Clinic, Selgate Hospital

Essential Service – Restaurant, Workshop, Bank, Telco service, petrol station, computer store & etc.

#Travel Distance
10min to Aeon Rawang / 
20mins to Sungai Buloh / 
30mins to Kepong, Sri Damansara, Selayang / 
35mins to Kota Damansara / 
40mins to PJ uptown.

call now 
voon 017-658 0480 

                                    Read More
",,,Unfurnished,2025,4 days ago,Freehold,2-storey Terraced House For Sale,,RM 369.04 psf,1770 sqft,,"Air-Conditioning, Cooker Hob/Hood, Water Heater, 24 hours security",https://www.propertyguru.com.my/property-listing/24-x65-new-freehold-terrace-house-gated-guarded-community-for-sale-by-voon-35893418
